TestID,Timestamp,DataVolume,DataSize_MB,Framework,EncryptionTime_ms,CPU_Overhead_Percent,Memory_Usage_GB,SystemLoad,DataSensitivity,EncryptionAlgorithm
250,2024-11-05T19:08:59,Large,3626,ReplicaWatcher,550,5.69,1.85,53%,Low,ChaCha20-Poly1305
251,2024-11-05T19:09:00,Large,7153,Kunerva,608,6.19,1.9,51%,Low,AES-128-GCM
252,2024-11-05T19:09:01,Large,5475,kubeFlower,665,6.58,3.07,59%,Medium,AES-256-GCM
253,2024-11-05T19:09:02,VeryLarge,45468,ATLAS,1279,5.72,1.71,58%,High,AES-128-GCM
254,2024-11-05T19:09:03,VeryLarge,48392,ReplicaWatcher,1404,5.96,1.85,51%,Medium,ChaCha20-Poly1305
255,2024-11-05T19:09:04,VeryLarge,13527,Kunerva,1519,6.59,2.22,74%,High,AES-256-GCM
256,2024-11-05T19:09:05,VeryLarge,33937,kubeFlower,1414,7.17,3.1,67%,High,AES-128-GCM
257,2024-11-05T19:09:06,Small,44,ATLAS,46,4.73,1.41,33%,High,AES-128-GCM
258,2024-11-05T19:09:07,Small,49,ReplicaWatcher,80,5.01,1.54,80%,Low,ChaCha20-Poly1305
259,2024-11-05T19:09:08,Small,29,Kunerva,87,5.77,1.74,52%,Medium,AES-256-GCM
260,2024-11-05T19:09:09,Small,32,kubeFlower,124,6.08,2.74,61%,High,AES-256-GCM
261,2024-11-05T19:09:10,Medium,530,ATLAS,156,4.6,1.52,40%,Low,AES-256-GCM
262,2024-11-05T19:09:11,Medium,437,ReplicaWatcher,190,5.44,1.71,70%,High,AES-128-GCM
263,2024-11-05T19:09:12,Medium,238,Kunerva,203,6.16,1.98,70%,Low,AES-128-GCM
264,2024-11-05T19:09:13,Medium,475,kubeFlower,262,6.83,2.94,62%,Low,ChaCha20-Poly1305
265,2024-11-05T19:09:14,Large,6646,ATLAS,483,5.0,1.58,31%,High,AES-128-GCM
266,2024-11-05T19:09:15,Large,2901,ReplicaWatcher,571,5.99,1.73,71%,High,ChaCha20-Poly1305
267,2024-11-05T19:09:16,Large,9144,Kunerva,574,6.14,1.97,26%,Medium,ChaCha20-Poly1305
268,2024-11-05T19:09:17,Large,8769,kubeFlower,670,6.7,2.85,40%,High,AES-256-GCM
269,2024-11-05T19:09:18,VeryLarge,26659,ATLAS,1268,5.44,1.71,27%,Medium,AES-128-GCM
270,2024-11-05T19:09:19,VeryLarge,39966,ReplicaWatcher,1376,6.39,1.94,25%,Medium,AES-128-GCM
271,2024-11-05T19:09:20,VeryLarge,18315,Kunerva,1443,6.86,2.23,46%,High,AES-128-GCM
272,2024-11-05T19:09:21,VeryLarge,28930,kubeFlower,1472,6.96,3.17,59%,High,ChaCha20-Poly1305
273,2024-11-05T19:09:22,Small,70,ATLAS,47,4.58,1.51,20%,High,AES-128-GCM
274,2024-11-05T19:09:23,Small,8,ReplicaWatcher,80,4.97,1.56,60%,High,ChaCha20-Poly1305
275,2024-11-05T19:09:24,Small,73,Kunerva,87,5.79,1.76,66%,Medium,AES-128-GCM
276,2024-11-05T19:09:25,Small,94,kubeFlower,123,6.32,2.75,73%,Medium,AES-128-GCM
277,2024-11-05T19:09:26,Medium,457,ATLAS,161,4.94,1.48,71%,High,ChaCha20-Poly1305
278,2024-11-05T19:09:27,Medium,257,ReplicaWatcher,205,5.26,1.62,25%,Medium,ChaCha20-Poly1305
279,2024-11-05T19:09:28,Medium,238,Kunerva,210,5.86,1.84,77%,High,AES-128-GCM
280,2024-11-05T19:09:29,Medium,241,kubeFlower,272,6.41,2.74,71%,High,AES-256-GCM
281,2024-11-05T19:09:30,Large,7685,ATLAS,513,4.9,1.61,54%,Low,AES-128-GCM
282,2024-11-05T19:09:31,Large,4282,ReplicaWatcher,570,5.78,1.71,71%,High,AES-256-GCM
283,2024-11-05T19:09:32,Large,2073,Kunerva,567,6.19,2.03,48%,High,AES-256-GCM
284,2024-11-05T19:09:33,Large,9042,kubeFlower,657,7.05,3.04,24%,Medium,AES-128-GCM
285,2024-11-05T19:09:34,VeryLarge,24910,ATLAS,1232,5.51,1.57,62%,Low,AES-128-GCM
286,2024-11-05T19:09:35,VeryLarge,25064,ReplicaWatcher,1341,6.41,1.86,55%,High,AES-128-GCM
287,2024-11-05T19:09:36,VeryLarge,16474,Kunerva,1395,6.82,2.2,77%,Low,AES-128-GCM
288,2024-11-05T19:09:37,VeryLarge,45890,kubeFlower,1423,7.17,3.07,67%,High,AES-128-GCM
289,2024-11-05T19:09:38,Small,93,ATLAS,43,4.5,1.45,21%,High,AES-256-GCM
290,2024-11-05T19:09:39,Small,63,ReplicaWatcher,76,4.99,1.54,22%,Low,AES-128-GCM
291,2024-11-05T19:09:40,Small,19,Kunerva,87,5.67,1.69,45%,High,AES-256-GCM
292,2024-11-05T19:09:41,Small,55,kubeFlower,124,6.53,2.72,73%,Low,AES-128-GCM
293,2024-11-05T19:09:42,Medium,774,ATLAS,149,4.61,1.59,25%,Medium,AES-128-GCM
294,2024-11-05T19:09:43,Medium,970,ReplicaWatcher,206,5.55,1.64,75%,Medium,AES-256-GCM
295,2024-11-05T19:09:44,Medium,237,Kunerva,202,5.85,1.8,80%,Low,ChaCha20-Poly1305
296,2024-11-05T19:09:45,Medium,367,kubeFlower,260,6.36,2.84,39%,High,ChaCha20-Poly1305
297,2024-11-05T19:09:46,Large,2587,ATLAS,467,5.01,1.65,41%,Medium,AES-256-GCM
298,2024-11-05T19:09:47,Large,5793,ReplicaWatcher,578,5.87,1.72,78%,High,ChaCha20-Poly1305
299,2024-11-05T19:09:48,Large,1648,Kunerva,579,6.61,1.94,33%,Medium,AES-128-GCM
300,2024-11-05T19:09:49,Large,9481,kubeFlower,648,7.19,2.95,74%,High,AES-128-GCM
301,2024-11-05T19:09:50,VeryLarge,25527,ATLAS,1210,5.56,1.7,79%,High,AES-256-GCM
302,2024-11-05T19:09:51,VeryLarge,28445,ReplicaWatcher,1320,6.07,1.9,67%,High,ChaCha20-Poly1305
303,2024-11-05T19:09:52,VeryLarge,36241,Kunerva,1435,7.06,2.2,24%,Medium,AES-128-GCM
304,2024-11-05T19:09:53,VeryLarge,23664,kubeFlower,1495,7.04,3.13,40%,High,AES-256-GCM
305,2024-11-05T19:09:54,Small,4,ATLAS,44,4.32,1.54,29%,Medium,ChaCha20-Poly1305
306,2024-11-05T19:09:55,Small,50,ReplicaWatcher,78,5.1,1.54,74%,Low,AES-256-GCM
307,2024-11-05T19:09:56,Small,18,Kunerva,92,5.74,1.71,54%,High,ChaCha20-Poly1305
308,2024-11-05T19:09:57,Small,81,kubeFlower,128,6.52,2.69,42%,Medium,ChaCha20-Poly1305
309,2024-11-05T19:09:58,Medium,174,ATLAS,151,4.75,1.52,43%,Medium,ChaCha20-Poly1305
310,2024-11-05T19:09:59,Medium,728,ReplicaWatcher,202,5.39,1.68,65%,Medium,AES-128-GCM
311,2024-11-05T19:10:00,Medium,660,Kunerva,201,6.31,1.98,30%,High,ChaCha20-Poly1305
312,2024-11-05T19:10:01,Medium,859,kubeFlower,277,6.88,2.81,23%,Low,ChaCha20-Poly1305
313,2024-11-05T19:10:02,Large,1404,ATLAS,476,5.29,1.55,54%,Medium,AES-128-GCM
314,2024-11-05T19:10:03,Large,1740,ReplicaWatcher,591,5.71,1.7,30%,Low,ChaCha20-Poly1305
315,2024-11-05T19:10:04,Large,5151,Kunerva,603,6.17,2.04,37%,High,AES-128-GCM
316,2024-11-05T19:10:05,Large,9328,kubeFlower,652,6.91,3.03,55%,High,ChaCha20-Poly1305
317,2024-11-05T19:10:06,VeryLarge,38716,ATLAS,1229,5.44,1.68,78%,Medium,ChaCha20-Poly1305
318,2024-11-05T19:10:07,VeryLarge,15330,ReplicaWatcher,1419,6.5,1.8,29%,Medium,AES-128-GCM
319,2024-11-05T19:10:08,VeryLarge,43982,Kunerva,1450,6.47,2.17,35%,Medium,AES-128-GCM
320,2024-11-05T19:10:09,VeryLarge,19621,kubeFlower,1458,7.36,3.22,43%,Medium,ChaCha20-Poly1305
321,2024-11-05T19:10:10,Small,34,ATLAS,43,4.57,1.43,65%,High,ChaCha20-Poly1305
322,2024-11-05T19:10:11,Small,3,ReplicaWatcher,76,5.23,1.61,53%,Medium,AES-128-GCM
323,2024-11-05T19:10:12,Small,56,Kunerva,88,5.61,1.79,75%,Medium,AES-256-GCM
324,2024-11-05T19:10:13,Small,87,kubeFlower,117,6.27,2.63,59%,Low,AES-128-GCM
325,2024-11-05T19:10:14,Medium,430,ATLAS,157,4.66,1.51,29%,Medium,AES-256-GCM
326,2024-11-05T19:10:15,Medium,769,ReplicaWatcher,195,5.59,1.64,80%,Low,ChaCha20-Poly1305
327,2024-11-05T19:10:16,Medium,379,Kunerva,219,6.01,1.98,74%,Medium,AES-256-GCM
328,2024-11-05T19:10:17,Medium,532,kubeFlower,269,6.72,2.98,41%,Medium,AES-128-GCM
329,2024-11-05T19:10:18,Large,3107,ATLAS,504,5.13,1.65,69%,High,AES-128-GCM
330,2024-11-05T19:10:19,Large,2045,ReplicaWatcher,585,5.62,1.85,43%,Medium,ChaCha20-Poly1305
331,2024-11-05T19:10:20,Large,2665,Kunerva,586,6.74,1.99,21%,Medium,ChaCha20-Poly1305
332,2024-11-05T19:10:21,Large,7171,kubeFlower,664,7.01,2.97,41%,High,AES-256-GCM
333,2024-11-05T19:10:22,VeryLarge,17983,ATLAS,1305,5.51,1.71,71%,Medium,ChaCha20-Poly1305
334,2024-11-05T19:10:23,VeryLarge,20759,ReplicaWatcher,1358,6.16,1.88,35%,Low,ChaCha20-Poly1305
335,2024-11-05T19:10:24,VeryLarge,40736,Kunerva,1531,6.59,2.17,65%,Low,ChaCha20-Poly1305
336,2024-11-05T19:10:25,VeryLarge,44905,kubeFlower,1451,6.79,3.0,22%,Medium,ChaCha20-Poly1305
337,2024-11-05T19:10:26,Small,96,ATLAS,47,4.5,1.44,75%,High,AES-128-GCM
338,2024-11-05T19:10:27,Small,90,ReplicaWatcher,74,5.32,1.63,56%,Medium,ChaCha20-Poly1305
339,2024-11-05T19:10:28,Small,25,Kunerva,89,6.0,1.72,26%,High,ChaCha20-Poly1305
340,2024-11-05T19:10:29,Small,52,kubeFlower,129,6.06,2.78,35%,Low,AES-128-GCM
341,2024-11-05T19:10:30,Medium,250,ATLAS,158,4.71,1.5,75%,Medium,ChaCha20-Poly1305
342,2024-11-05T19:10:31,Medium,646,ReplicaWatcher,193,5.33,1.71,41%,High,AES-256-GCM
343,2024-11-05T19:10:32,Medium,867,Kunerva,208,5.98,1.91,80%,High,AES-128-GCM
344,2024-11-05T19:10:33,Medium,165,kubeFlower,265,6.39,2.78,77%,High,ChaCha20-Poly1305
345,2024-11-05T19:10:34,Large,2381,ATLAS,501,4.97,1.61,56%,Medium,AES-256-GCM
346,2024-11-05T19:10:35,Large,2928,ReplicaWatcher,556,5.74,1.81,31%,High,AES-256-GCM
347,2024-11-05T19:10:36,Large,9123,Kunerva,578,6.51,1.85,42%,Low,ChaCha20-Poly1305
348,2024-11-05T19:10:37,Large,6052,kubeFlower,669,6.82,3.02,42%,Medium,AES-256-GCM
349,2024-11-05T19:10:38,VeryLarge,28716,ATLAS,1282,5.58,1.64,43%,Medium,AES-128-GCM
350,2024-11-05T19:10:39,VeryLarge,17310,ReplicaWatcher,1444,6.41,1.92,47%,Medium,ChaCha20-Poly1305
351,2024-11-05T19:10:40,VeryLarge,44325,Kunerva,1531,6.65,2.15,54%,High,AES-256-GCM
352,2024-11-05T19:10:41,VeryLarge,39067,kubeFlower,1471,6.8,3.19,34%,Medium,AES-256-GCM
353,2024-11-05T19:10:42,Small,71,ATLAS,44,4.32,1.47,70%,Low,AES-128-GCM
354,2024-11-05T19:10:43,Small,55,ReplicaWatcher,79,5.03,1.62,49%,Low,AES-256-GCM
355,2024-11-05T19:10:44,Small,56,Kunerva,89,6.13,1.87,53%,Low,ChaCha20-Poly1305
356,2024-11-05T19:10:45,Small,11,kubeFlower,127,5.94,2.78,52%,Medium,ChaCha20-Poly1305
357,2024-11-05T19:10:46,Medium,854,ATLAS,159,4.9,1.48,79%,Low,ChaCha20-Poly1305
358,2024-11-05T19:10:47,Medium,445,ReplicaWatcher,193,5.41,1.67,45%,High,ChaCha20-Poly1305
359,2024-11-05T19:10:48,Medium,478,Kunerva,212,6.19,1.96,23%,High,ChaCha20-Poly1305
360,2024-11-05T19:10:49,Medium,567,kubeFlower,259,6.36,2.78,52%,Medium,AES-128-GCM
361,2024-11-05T19:10:50,Large,8141,ATLAS,475,5.26,1.62,80%,High,ChaCha20-Poly1305
362,2024-11-05T19:10:51,Large,9573,ReplicaWatcher,588,5.87,1.77,59%,Medium,AES-256-GCM
363,2024-11-05T19:10:52,Large,5463,Kunerva,590,6.4,1.98,61%,Low,AES-256-GCM
364,2024-11-05T19:10:53,Large,5126,kubeFlower,631,7.21,3.13,20%,High,ChaCha20-Poly1305
365,2024-11-05T19:10:54,VeryLarge,23253,ATLAS,1265,5.33,1.58,53%,High,ChaCha20-Poly1305
366,2024-11-05T19:10:55,VeryLarge,21822,ReplicaWatcher,1365,6.33,1.81,70%,Medium,AES-128-GCM
367,2024-11-05T19:10:56,VeryLarge,35924,Kunerva,1491,6.92,2.09,76%,High,ChaCha20-Poly1305
368,2024-11-05T19:10:57,VeryLarge,34032,kubeFlower,1551,7.11,3.23,33%,Low,ChaCha20-Poly1305
369,2024-11-05T19:10:58,Small,88,ATLAS,43,4.46,1.45,69%,Low,ChaCha20-Poly1305
370,2024-11-05T19:10:59,Small,7,ReplicaWatcher,75,5.33,1.49,68%,Medium,AES-128-GCM
371,2024-11-05T19:11:00,Small,37,Kunerva,90,5.94,1.72,32%,Medium,AES-256-GCM
372,2024-11-05T19:11:01,Small,20,kubeFlower,128,6.36,2.81,57%,Medium,ChaCha20-Poly1305
373,2024-11-05T19:11:02,Medium,234,ATLAS,159,4.81,1.45,67%,Medium,AES-128-GCM
374,2024-11-05T19:11:03,Medium,299,ReplicaWatcher,201,5.4,1.59,50%,High,ChaCha20-Poly1305
375,2024-11-05T19:11:04,Medium,613,Kunerva,217,5.84,1.89,51%,High,AES-256-GCM
376,2024-11-05T19:11:05,Medium,487,kubeFlower,271,6.46,2.98,46%,Low,AES-256-GCM
377,2024-11-05T19:11:06,Large,4785,ATLAS,509,5.0,1.51,73%,Low,AES-256-GCM
378,2024-11-05T19:11:07,Large,3579,ReplicaWatcher,550,5.85,1.72,20%,High,AES-256-GCM
379,2024-11-05T19:11:08,Large,9573,Kunerva,571,6.26,1.87,51%,Medium,AES-256-GCM
380,2024-11-05T19:11:09,Large,5069,kubeFlower,652,6.58,2.97,69%,Medium,ChaCha20-Poly1305
381,2024-11-05T19:11:10,VeryLarge,19100,ATLAS,1209,5.56,1.62,78%,Low,AES-256-GCM
382,2024-11-05T19:11:11,VeryLarge,24843,ReplicaWatcher,1447,6.14,1.81,77%,Medium,ChaCha20-Poly1305
383,2024-11-05T19:11:12,VeryLarge,31063,Kunerva,1430,6.54,2.19,27%,Low,AES-256-GCM
384,2024-11-05T19:11:13,VeryLarge,25244,kubeFlower,1541,7.44,3.23,63%,High,AES-256-GCM
385,2024-11-05T19:11:14,Small,50,ATLAS,45,4.69,1.5,50%,High,ChaCha20-Poly1305
386,2024-11-05T19:11:15,Small,41,ReplicaWatcher,80,5.13,1.62,33%,High,AES-128-GCM
387,2024-11-05T19:11:16,Small,21,Kunerva,93,5.98,1.84,56%,High,AES-256-GCM
388,2024-11-05T19:11:17,Small,32,kubeFlower,117,6.54,2.81,71%,Low,ChaCha20-Poly1305
389,2024-11-05T19:11:18,Medium,994,ATLAS,158,4.58,1.57,23%,Medium,ChaCha20-Poly1305
390,2024-11-05T19:11:19,Medium,589,ReplicaWatcher,201,5.7,1.7,32%,Low,AES-256-GCM
391,2024-11-05T19:11:20,Medium,657,Kunerva,216,6.26,1.91,46%,Low,AES-128-GCM
392,2024-11-05T19:11:21,Medium,695,kubeFlower,281,6.59,2.82,34%,Low,AES-128-GCM
393,2024-11-05T19:11:22,Large,2091,ATLAS,468,4.92,1.64,45%,High,ChaCha20-Poly1305
394,2024-11-05T19:11:23,Large,2492,ReplicaWatcher,580,5.63,1.74,52%,Medium,AES-256-GCM
395,2024-11-05T19:11:24,Large,2470,Kunerva,578,6.56,2.0,26%,High,ChaCha20-Poly1305
396,2024-11-05T19:11:25,Large,7652,kubeFlower,628,6.57,2.83,60%,Medium,ChaCha20-Poly1305
397,2024-11-05T19:11:26,VeryLarge,46640,ATLAS,1300,5.21,1.67,57%,Medium,AES-256-GCM
398,2024-11-05T19:11:27,VeryLarge,38736,ReplicaWatcher,1390,6.5,1.93,23%,Low,AES-128-GCM
399,2024-11-05T19:11:28,VeryLarge,28842,Kunerva,1439,7.04,2.23,20%,Medium,ChaCha20-Poly1305
400,2024-11-05T19:11:29,VeryLarge,15444,kubeFlower,1476,7.13,3.19,25%,Medium,AES-256-GCM
401,2024-11-05T19:11:30,Small,40,ATLAS,44,4.62,1.45,72%,High,AES-128-GCM
402,2024-11-05T19:11:31,Small,82,ReplicaWatcher,75,5.03,1.54,30%,Low,AES-128-GCM
403,2024-11-05T19:11:32,Small,31,Kunerva,90,5.88,1.71,52%,High,AES-256-GCM
404,2024-11-05T19:11:33,Small,65,kubeFlower,128,6.03,2.77,56%,Low,ChaCha20-Poly1305
405,2024-11-05T19:11:34,Medium,435,ATLAS,152,4.77,1.48,32%,Low,ChaCha20-Poly1305
406,2024-11-05T19:11:35,Medium,387,ReplicaWatcher,191,5.58,1.65,37%,Low,AES-128-GCM
407,2024-11-05T19:11:36,Medium,313,Kunerva,206,5.93,1.96,38%,Medium,ChaCha20-Poly1305
408,2024-11-05T19:11:37,Medium,724,kubeFlower,263,6.38,2.94,71%,High,AES-256-GCM
409,2024-11-05T19:11:38,Large,5298,ATLAS,474,5.2,1.62,78%,High,ChaCha20-Poly1305
410,2024-11-05T19:11:39,Large,2230,ReplicaWatcher,544,5.8,1.78,77%,Low,ChaCha20-Poly1305
411,2024-11-05T19:11:40,Large,5160,Kunerva,567,6.43,1.88,67%,Medium,ChaCha20-Poly1305
412,2024-11-05T19:11:41,Large,6806,kubeFlower,661,6.82,2.9,79%,Low,AES-128-GCM
413,2024-11-05T19:11:42,VeryLarge,14111,ATLAS,1248,5.29,1.69,63%,High,AES-128-GCM
414,2024-11-05T19:11:43,VeryLarge,41261,ReplicaWatcher,1330,6.14,1.94,46%,Medium,AES-256-GCM
415,2024-11-05T19:11:44,VeryLarge,20775,Kunerva,1423,7.09,2.2,61%,Low,AES-128-GCM
416,2024-11-05T19:11:45,VeryLarge,29607,kubeFlower,1540,7.18,3.09,64%,Medium,ChaCha20-Poly1305
417,2024-11-05T19:11:46,Small,13,ATLAS,44,4.57,1.47,36%,Low,ChaCha20-Poly1305
418,2024-11-05T19:11:47,Small,19,ReplicaWatcher,75,5.05,1.62,27%,High,AES-128-GCM
419,2024-11-05T19:11:48,Small,89,Kunerva,90,5.96,1.81,46%,Low,AES-128-GCM
420,2024-11-05T19:11:49,Small,13,kubeFlower,128,6.25,2.6,49%,Low,AES-256-GCM
421,2024-11-05T19:11:50,Medium,835,ATLAS,162,4.86,1.47,49%,Low,AES-128-GCM
422,2024-11-05T19:11:51,Medium,735,ReplicaWatcher,197,5.71,1.59,76%,High,AES-256-GCM
423,2024-11-05T19:11:52,Medium,214,Kunerva,209,5.82,1.89,22%,Medium,ChaCha20-Poly1305
424,2024-11-05T19:11:53,Medium,373,kubeFlower,256,6.55,2.79,80%,High,AES-128-GCM
425,2024-11-05T19:11:54,Large,2333,ATLAS,479,5.35,1.6,48%,Medium,AES-128-GCM
426,2024-11-05T19:11:55,Large,3097,ReplicaWatcher,552,5.91,1.87,65%,Low,ChaCha20-Poly1305
427,2024-11-05T19:11:56,Large,1393,Kunerva,560,6.74,1.97,75%,Medium,AES-256-GCM
428,2024-11-05T19:11:57,Large,6021,kubeFlower,659,7.18,2.96,72%,High,AES-128-GCM
429,2024-11-05T19:11:58,VeryLarge,15542,ATLAS,1204,5.25,1.59,36%,Low,AES-256-GCM
430,2024-11-05T19:11:59,VeryLarge,46226,ReplicaWatcher,1411,6.31,1.83,73%,Medium,AES-128-GCM
431,2024-11-05T19:12:00,VeryLarge,46774,Kunerva,1501,6.98,2.06,61%,Medium,ChaCha20-Poly1305
432,2024-11-05T19:12:01,VeryLarge,42562,kubeFlower,1419,7.02,3.08,75%,High,ChaCha20-Poly1305
433,2024-11-05T19:12:02,Small,23,ATLAS,43,4.72,1.44,73%,Medium,AES-128-GCM
434,2024-11-05T19:12:03,Small,2,ReplicaWatcher,81,5.37,1.61,26%,High,AES-128-GCM
435,2024-11-05T19:12:04,Small,12,Kunerva,88,5.6,1.7,48%,Low,AES-256-GCM
436,2024-11-05T19:12:05,Small,33,kubeFlower,126,5.93,2.61,23%,High,ChaCha20-Poly1305
437,2024-11-05T19:12:06,Medium,231,ATLAS,157,4.74,1.54,79%,High,AES-256-GCM
438,2024-11-05T19:12:07,Medium,885,ReplicaWatcher,190,5.28,1.63,37%,Low,AES-128-GCM
439,2024-11-05T19:12:08,Medium,507,Kunerva,203,6.03,1.97,37%,High,AES-256-GCM
440,2024-11-05T19:12:09,Medium,903,kubeFlower,271,6.39,2.87,70%,High,AES-128-GCM
441,2024-11-05T19:12:10,Large,5415,ATLAS,485,5.23,1.62,71%,High,ChaCha20-Poly1305
442,2024-11-05T19:12:11,Large,3505,ReplicaWatcher,589,5.66,1.7,69%,Medium,AES-128-GCM
443,2024-11-05T19:12:12,Large,1115,Kunerva,608,6.23,2.0,62%,Medium,AES-256-GCM
444,2024-11-05T19:12:13,Large,2340,kubeFlower,673,6.79,3.06,43%,Low,AES-256-GCM
445,2024-11-05T19:12:14,VeryLarge,28204,ATLAS,1209,5.59,1.72,30%,Low,AES-128-GCM
446,2024-11-05T19:12:15,VeryLarge,12212,ReplicaWatcher,1445,5.99,1.89,56%,Low,AES-128-GCM
447,2024-11-05T19:12:16,VeryLarge,43728,Kunerva,1400,6.52,2.12,51%,Low,AES-256-GCM
448,2024-11-05T19:12:17,VeryLarge,18419,kubeFlower,1516,6.97,3.13,21%,Low,ChaCha20-Poly1305
449,2024-11-05T19:12:18,Small,46,ATLAS,44,4.72,1.51,40%,Medium,AES-128-GCM
450,2024-11-05T19:12:19,Small,87,ReplicaWatcher,78,4.97,1.58,31%,High,AES-256-GCM
451,2024-11-05T19:12:20,Small,37,Kunerva,90,6.05,1.78,43%,Low,AES-128-GCM
452,2024-11-05T19:12:21,Small,32,kubeFlower,127,6.0,2.71,44%,Medium,ChaCha20-Poly1305
453,2024-11-05T19:12:22,Medium,499,ATLAS,150,4.7,1.57,64%,Medium,ChaCha20-Poly1305
454,2024-11-05T19:12:23,Medium,153,ReplicaWatcher,191,5.37,1.71,51%,Medium,AES-256-GCM
455,2024-11-05T19:12:24,Medium,595,Kunerva,208,6.0,1.88,62%,Medium,AES-256-GCM
456,2024-11-05T19:12:25,Medium,395,kubeFlower,266,6.71,2.93,72%,High,AES-128-GCM
457,2024-11-05T19:12:26,Large,5533,ATLAS,506,5.05,1.53,37%,Medium,ChaCha20-Poly1305
458,2024-11-05T19:12:27,Large,6071,ReplicaWatcher,570,5.71,1.72,44%,High,AES-256-GCM
459,2024-11-05T19:12:28,Large,7938,Kunerva,589,6.58,1.94,32%,Medium,ChaCha20-Poly1305
460,2024-11-05T19:12:29,Large,3740,kubeFlower,645,6.85,3.0,57%,Low,AES-256-GCM
461,2024-11-05T19:12:30,VeryLarge,43221,ATLAS,1305,5.25,1.67,39%,Medium,AES-128-GCM
462,2024-11-05T19:12:31,VeryLarge,14052,ReplicaWatcher,1348,6.06,1.95,42%,Medium,AES-128-GCM
463,2024-11-05T19:12:32,VeryLarge,34605,Kunerva,1413,6.85,2.14,40%,Low,AES-128-GCM
464,2024-11-05T19:12:33,VeryLarge,27353,kubeFlower,1516,6.8,3.24,55%,Medium,ChaCha20-Poly1305
465,2024-11-05T19:12:34,Small,28,ATLAS,45,4.43,1.42,71%,High,AES-128-GCM
466,2024-11-05T19:12:35,Small,29,ReplicaWatcher,74,5.14,1.62,65%,High,ChaCha20-Poly1305
467,2024-11-05T19:12:36,Small,24,Kunerva,87,5.99,1.86,70%,High,ChaCha20-Poly1305
468,2024-11-05T19:12:37,Small,50,kubeFlower,123,6.32,2.69,51%,Low,AES-128-GCM
469,2024-11-05T19:12:38,Medium,555,ATLAS,157,4.77,1.53,22%,High,ChaCha20-Poly1305
470,2024-11-05T19:12:39,Medium,269,ReplicaWatcher,191,5.48,1.73,47%,Medium,AES-128-GCM
471,2024-11-05T19:12:40,Medium,791,Kunerva,206,6.34,1.9,77%,Medium,AES-128-GCM
472,2024-11-05T19:12:41,Medium,399,kubeFlower,263,6.35,2.74,37%,Medium,AES-128-GCM
473,2024-11-05T19:12:42,Large,2259,ATLAS,499,4.94,1.5,59%,Low,AES-256-GCM
474,2024-11-05T19:12:43,Large,3762,ReplicaWatcher,571,5.95,1.74,57%,High,ChaCha20-Poly1305
475,2024-11-05T19:12:44,Large,7797,Kunerva,562,6.43,1.89,32%,Medium,AES-256-GCM
476,2024-11-05T19:12:45,Large,1804,kubeFlower,651,7.1,2.84,45%,Low,AES-128-GCM
477,2024-11-05T19:12:46,VeryLarge,13888,ATLAS,1283,5.42,1.72,62%,Medium,AES-256-GCM
478,2024-11-05T19:12:47,VeryLarge,44524,ReplicaWatcher,1377,6.04,1.94,53%,Medium,ChaCha20-Poly1305
479,2024-11-05T19:12:48,VeryLarge,29576,Kunerva,1533,6.82,2.24,42%,High,ChaCha20-Poly1305
480,2024-11-05T19:12:49,VeryLarge,25230,kubeFlower,1490,7.27,3.11,68%,Low,AES-256-GCM
481,2024-11-05T19:12:50,Small,99,ATLAS,47,4.7,1.4,26%,Low,AES-128-GCM
482,2024-11-05T19:12:51,Small,34,ReplicaWatcher,77,5.22,1.57,78%,Medium,AES-128-GCM
483,2024-11-05T19:12:52,Small,10,Kunerva,85,5.63,1.82,73%,High,AES-128-GCM
484,2024-11-05T19:12:53,Small,52,kubeFlower,128,6.46,2.71,25%,Low,AES-128-GCM
485,2024-11-05T19:12:54,Medium,553,ATLAS,149,4.91,1.51,45%,Low,AES-128-GCM
486,2024-11-05T19:12:55,Medium,256,ReplicaWatcher,205,5.52,1.75,38%,Low,AES-128-GCM
487,2024-11-05T19:12:56,Medium,294,Kunerva,206,6.12,1.96,74%,High,AES-128-GCM
488,2024-11-05T19:12:57,Medium,795,kubeFlower,272,6.44,2.88,60%,High,AES-128-GCM
489,2024-11-05T19:12:58,Large,8954,ATLAS,509,5.3,1.52,50%,High,ChaCha20-Poly1305
490,2024-11-05T19:12:59,Large,5171,ReplicaWatcher,568,6.04,1.85,54%,Low,AES-128-GCM
491,2024-11-05T19:13:00,Large,3728,Kunerva,594,6.35,1.92,29%,Medium,AES-256-GCM
492,2024-11-05T19:13:01,Large,7446,kubeFlower,631,7.01,3.05,22%,Low,AES-256-GCM
493,2024-11-05T19:13:02,VeryLarge,38766,ATLAS,1246,5.38,1.65,78%,High,AES-256-GCM
494,2024-11-05T19:13:03,VeryLarge,13234,ReplicaWatcher,1415,5.96,1.8,36%,Medium,AES-256-GCM
495,2024-11-05T19:13:04,VeryLarge,37905,Kunerva,1470,6.59,2.14,44%,Low,AES-256-GCM
496,2024-11-05T19:13:05,VeryLarge,15551,kubeFlower,1501,7.27,3.21,25%,Low,AES-256-GCM
497,2024-11-05T19:13:06,Small,39,ATLAS,45,4.33,1.5,74%,Low,AES-256-GCM
498,2024-11-05T19:13:07,Small,77,ReplicaWatcher,79,5.17,1.5,33%,Medium,ChaCha20-Poly1305
